M1,M2,M3,M4,M5,M6,M7,M8,M9
0.0,-0.95274353,-1.1151167,-0.6961911,1.0264206,-1.8468006,0.53663534,0.0,-1.804196
0.0,0.04119278,-1.3924663,-0.7769872,-0.78958344,-1.6210624,0.6516905,0.0,-1.6352998
0.0,2.049508,0.96008754,0.29235798,1.162568,-1.8831056,0.9177512,0.0,0.12632267
0.0,1.4164616,0.88027275,1.0090761,1.0355884,-1.0127963,1.3387272,0.0,1.3019769
0.0,0.94909567,-0.67621666,-0.44425592,1.4853505,-0.09193382,2.358306,0.0,-0.20950332
0.0,0.9034436,-0.98269343,-0.6370595,-1.1879005,-1.7011813,2.1212022,0.0,-1.2959325
0.0,1.341572,0.49048236,1.1226406,1.1981446,-1.7691991,1.2268486,0.0,1.2729099
0.0,-1.4227158,0.51098657,-0.9649108,1.2007468,-1.5169615,-0.93808085,0.0,-1.9704441
0.0,-1.0203727,-1.032886,-0.19810429,-0.08357954,0.62332916,-1.4931073,0.0,-1.9007096
0.0,-0.46697006,-1.5322696,-0.3716049,1.0546997,0.11009324,-1.5699612,0.0,-1.5343089
0.0,0.15797354,-1.392627,-0.29820913,-0.2811592,-1.3437256,-1.3026992,0.0,-1.3179561
0.0,-0.98700964,-0.7654277,-0.33815452,-1.2688116,1.4396353,-1.552113,0.0,-1.8157431
0.0,0.0055345744,-1.5209316,-0.88981324,-0.97687745,-0.505234,-1.6496094,0.0,1.8029041
0.0,0.81755567,-0.893811,-0.2414196,1.1523653,1.5946643,2.344908,0.0,0.15802544
